Evolution parameters:
Namespace(mutation_prob=0.2, crossover_prob=0.6, population_size=20, generations_max=20, simulations_per_indiv=6, len_individual=6, food_weight=0.0001, mutation_copies=3, tournament_k=7, resume_from_log=None, random_seed=True, n_best_to_return=None, debug=True)

Default simulation parameters:
>FISH_MOMENTUM_CONSTANT: 0.75
>FISH_FEAR_MOMENTUM_CONSTANT: 0.825
>ALIGNMENT_CONSTANT: 0.25
>COHESION_CONSTANT: 0.05
>SEPARATION_CONSTANT: 20
>SHARK_REPULSION_CONSTANT: 8
>FOOD_ATTRACTION_CONSTANT: 0.25
>WIDTH: 400
>HEIGHT: 400
>NUM_STEPS: 1000
>NUM_FISH: 200
>NUM_SHARKS: 1
>NUM_FOOD: 50
>FISH_SENSE_DIST: 25
>SHARK_SENSE_DIST: 100
>FISH_MAX_SPEED: 4
>SHARK_MAX_SPEED: 7
>SHARK_KILL_RADIUS: 10
>SHARK_MOMENTUM_CONSTANT: 1
>SHARK_SEARCH_CONSTANT: 2
>SHARK_HUNT_CONSTANT: 40
>FISH_DIM_ELLIPSE_X: 5
>FISH_DIM_ELLIPSE_Y: 9
>FISH_FEAR_CONSTANT: 3
>SHARK_DIM_ELLIPSE_X: 30
>SHARK_DIM_ELLIPSE_Y: 50
>SHARK_BLIND_ANGLE_DEG: 40
>WALL: 0
>LOG_FILEPATH: logs/log-default-simulation_2023-06-20_00-47-40.txt

Starting computation at 2023-06-20 00:47:42.

avg dead: 158, avg food: 187, score: 158
avg dead: 111, avg food: 148, score: 111
avg dead: 100, avg food: 182, score: 100
avg dead: 130, avg food: 155, score: 130
avg dead: 89, avg food: 146, score: 89
avg dead: 116, avg food: 185, score: 116
avg dead: 112, avg food: 206, score: 111
avg dead: 126, avg food: 139, score: 126
avg dead: 134, avg food: 154, score: 134
avg dead: 140, avg food: 148, score: 140
avg dead: 119, avg food: 107, score: 119
avg dead: 126, avg food: 182, score: 125
avg dead: 150, avg food: 180, score: 150
avg dead: 142, avg food: 162, score: 142
avg dead: 109, avg food: 148, score: 109
avg dead: 132, avg food: 153, score: 132
avg dead: 114, avg food: 189, score: 114
avg dead: 110, avg food: 181, score: 110
avg dead: 125, avg food: 160, score: 125
avg dead: 125, avg food: 198, score: 125
avg dead: 125, avg food: 389, score: 125
avg dead: 120, avg food: 160, score: 120
avg dead: 144, avg food: 135, score: 143
avg dead: 120, avg food: 152, score: 120
avg dead: 128, avg food: 137, score: 128
avg dead: 99, avg food: 148, score: 99
avg dead: 134, avg food: 116, score: 133
avg dead: 145, avg food: 158, score: 145
avg dead: 135, avg food: 150, score: 134
avg dead: 130, avg food: 142, score: 130
avg dead: 107, avg food: 206, score: 107
avg dead: 125, avg food: 162, score: 125
avg dead: 123, avg food: 185, score: 123
avg dead: 120, avg food: 145, score: 120
avg dead: 108, avg food: 189, score: 108
avg dead: 139, avg food: 159, score: 139
avg dead: 130, avg food: 199, score: 129
avg dead: 120, avg food: 187, score: 120
avg dead: 132, avg food: 185, score: 132
avg dead: 132, avg food: 138, score: 132
avg dead: 134, avg food: 164, score: 133
avg dead: 140, avg food: 147, score: 139
avg dead: 123, avg food: 122, score: 122
avg dead: 141, avg food: 146, score: 141
avg dead: 145, avg food: 166, score: 145
avg dead: 102, avg food: 144, score: 102
avg dead: 121, avg food: 156, score: 121
avg dead: 123, avg food: 214, score: 123
avg dead: 116, avg food: 193, score: 116
avg dead: 101, avg food: 181, score: 101
avg dead: 153, avg food: 184, score: 153
avg dead: 132, avg food: 189, score: 132
avg dead: 133, avg food: 621, score: 133
avg dead: 125, avg food: 210, score: 124
avg dead: 136, avg food: 136, score: 135
avg dead: 118, avg food: 150, score: 117
avg dead: 123, avg food: 145, score: 122
avg dead: 117, avg food: 155, score: 117
avg dead: 133, avg food: 102, score: 133
avg dead: 130, avg food: 138, score: 130
avg dead: 102, avg food: 168, score: 102
avg dead: 131, avg food: 172, score: 130
avg dead: 123, avg food: 145, score: 123
avg dead: 128, avg food: 165, score: 127
avg dead: 123, avg food: 184, score: 123
avg dead: 125, avg food: 133, score: 125
avg dead: 128, avg food: 185, score: 128
avg dead: 145, avg food: 179, score: 145
avg dead: 124, avg food: 164, score: 124
avg dead: 99, avg food: 166, score: 99
avg dead: 110, avg food: 243, score: 110
avg dead: 144, avg food: 127, score: 144
avg dead: 112, avg food: 156, score: 112
avg dead: 136, avg food: 124, score: 136
avg dead: 114, avg food: 118, score: 114
avg dead: 134, avg food: 155, score: 134
avg dead: 104, avg food: 174, score: 104
avg dead: 119, avg food: 153, score: 119
avg dead: 133, avg food: 179, score: 132
avg dead: 140, avg food: 134, score: 140
avg dead: 109, avg food: 155, score: 109
avg dead: 84, avg food: 171, score: 83
p [0.76936, 0.43177, 0.49125, 1.33840, 7.83853, 0.68306, ]  116.48162
p [0.89225, 0.89185, 3.68610, 7.73393, 5.51590, 0.58777, ]  116.48507
p [0.54344, 0.60241, 0.46212, 7.36874, 0.48103, 0.38395, ]  120.65120
p [0.81732, 0.53259, 0.66193, 0.88286, 0.62354, 0.00459, ]  123.48638
p [0.56826, 0.87812, 5.82496, 0.75516, 0.14874, 0.18381, ]  123.82017
p [0.59536, 0.76581, 5.55832, 0.96810, 0.82011, 0.99556, ]  126.15012
p [0.80282, 9.10208, 4.62997, 0.13665, 7.41834, 0.49078, ]  131.15663
p [0.48691, 0.75791, 8.59738, 9.63148, 0.33784, 3.95018, ]  131.97722
p [0.44614, 0.06758, 0.81470, 0.26577, 1.37345, 5.07825, ]  135.46095
p [0.45555, 0.00826, 6.78120, 0.54981, 7.65506, 1.60570, ]  136.47840
p [0.85032, 0.32751, 0.04365, 0.91585, 0.54508, 6.36639, ]  137.48308
p [0.99191, 2.58085, 2.92338, 2.59404, 5.14068, 0.10810, ]  138.15585
p [0.79792, 7.57225, 0.83986, 0.04101, 0.87031, 1.34933, ]  139.48433
p [0.58822, 1.04889, 0.24785, 0.87512, 1.83312, 0.07999, ]  139.82237
p [0.36605, 0.29998, 0.18307, 0.79967, 0.79999, 0.32212, ]  140.14497
p [0.91184, 0.56164, 0.34418, 8.56842, 0.92757, 0.85969, ]  155.98217
p [0.47355, 5.52127, 2.60337, 0.30520, 4.89441, 4.49245, ]  158.64793
p [0.36024, 5.83535, 0.88520, 0.89710, 0.03102, 5.20687, ]  161.47062
p [0.45102, 4.28828, 0.41328, 5.46182, 3.14062, 0.30096, ]  168.98683
p [0.78413, 9.79748, 0.61106, 3.65859, 0.11933, 0.59431, ]  175.14990
o [0.76936, 0.43177, 0.49125, 0.73015, 7.83853, 0.68306, ]  83.98290
o [0.76936, 0.43177, 0.49125, 1.32446, 7.83853, 0.68306, ]  89.81865
o [0.76936, 0.43177, 0.49125, 1.33840, 13.91068, 0.42025, ]  99.81668
o [0.89225, 0.89185, 3.68610, 6.14479, 5.51590, 0.94688, ]  99.81853
o [0.50814, 0.43177, 0.49125, 1.45252, 7.83853, 0.68306, ]  100.48180
o [0.76936, 0.43177, 0.49125, 2.30300, 7.83853, 0.68306, ]  100.48222
o [0.76936, 0.43177, 0.49125, 1.33840, 7.83853, 0.68306, ]  101.64853
o [0.76936, 0.43177, 0.49125, 1.33840, 7.83853, 0.68306, ]  102.14980
o [0.76936, 0.43177, 0.48073, 7.36874, 8.20118, 0.38395, ]  102.65220
o [0.54344, 0.60241, 0.68639, 1.33840, 0.48103, 0.68306, ]  104.14920
o [0.76936, 0.43177, 0.49125, 1.33840, 12.78627, 0.68306, ]  107.14600
o [0.76936, 0.37248, 0.49125, 1.33840, 7.83853, 0.72940, ]  108.14773
o [0.76936, 0.43177, 0.89163, 1.33840, 7.83853, 0.68306, ]  109.15115
o [1.00000, 0.43177, 3.68610, 2.17665, 5.51590, 0.58777, ]  109.31848
o [0.54344, 0.21639, 0.46212, 7.36874, 12.67479, 0.68306, ]  110.14232
o [0.76936, 0.43177, 0.66959, 1.45093, 12.35996, 0.68306, ]  110.31522
o [0.89225, 0.89185, 3.68610, 7.73393, 5.51590, 0.58777, ]  110.48465
o [0.89225, 0.89185, 3.68610, 7.73393, 6.64434, 0.58777, ]  111.65178
o [0.54344, 0.28673, 0.46212, 6.38032, 7.83853, 0.68306, ]  111.97938
o [0.56826, 0.89185, 6.05299, 7.73393, 5.51590, 0.58777, ]  112.31770
o [0.39757, 0.43177, 0.25643, 1.33840, 7.83853, 0.81481, ]  113.64497
o [0.61030, 0.87812, 5.82496, 0.75516, 0.14874, 0.18381, ]  113.98672
o [0.76936, 0.43177, 0.49125, 1.33840, 7.83853, 0.68306, ]  114.14795
o [0.89225, 0.89185, 3.68610, 7.73393, 5.51590, 0.58777, ]  114.15165
o [0.81732, 0.87812, 5.82496, 0.75516, 0.73798, 0.00459, ]  114.15487
o [0.76936, 0.43177, 0.49991, 2.39961, 7.83853, 0.68306, ]  114.48108
o [0.76936, 0.34582, 0.49125, 1.61960, 7.83853, 0.68306, ]  116.14737
o [0.76936, 0.43177, 0.49125, 1.33840, 7.83853, 0.68306, ]  116.64810
o [0.89225, 0.89185, 3.68610, 7.73393, 5.51590, 0.58777, ]  117.81782
o [0.89225, 0.89185, 3.68610, 7.73393, 5.51590, 0.58777, ]  117.98497
o [0.76936, 0.43177, 0.81614, 7.36874, 7.83853, 0.38395, ]  119.31795
o [0.81732, 0.93273, 5.82496, 0.67240, 0.62354, 0.00459, ]  119.32262
o [0.54344, 0.60241, 0.46212, 7.36874, 0.48103, 0.38395, ]  120.31725
o [0.89225, 0.89185, 3.68610, 7.73393, 5.51590, 0.58777, ]  120.48550
o [0.76936, 0.43177, 0.49125, 1.33840, 7.83853, 0.68306, ]  120.64797
o [0.54344, 0.60241, 0.46212, 7.36874, 0.48103, 0.38395, ]  120.65080
o [0.89225, 0.89185, 3.68610, 7.73393, 5.51590, 0.58777, ]  120.65140
o [0.76936, 0.43177, 3.96505, 1.33840, 5.51590, 0.58777, ]  121.31765
o [0.56826, 0.51797, 5.82496, 0.75516, 0.14874, 0.18381, ]  122.98543
o [0.81732, 0.87812, 5.82496, 0.75516, 0.62354, 0.00459, ]  122.98780
o [0.76936, 0.43177, 0.49125, 1.33840, 7.83853, 0.68306, ]  123.14810
o [0.44614, 0.06758, 0.81470, 0.19252, 1.37345, 5.07825, ]  123.28877
o [0.67941, 0.50233, 0.94131, 7.73393, 5.85198, 0.68306, ]  123.47857
o [1.00000, 0.43177, 0.41156, 1.33840, 7.83853, 0.68306, ]  123.48155
o [1.00000, 0.43177, 0.49125, 1.33840, 7.83853, 0.68306, ]  123.65215
o [0.76936, 0.43177, 0.49125, 1.33840, 4.77748, 0.68306, ]  124.31693
o [1.00000, 0.42014, 0.66193, 0.88286, 0.62354, 0.00459, ]  124.48535
o [0.54344, 0.30275, 0.46212, 7.36874, 0.48103, 0.32958, ]  124.97892
o [0.59489, 0.43177, 0.49125, 1.33840, 7.83853, 0.68306, ]  125.31350
o [0.54344, 0.46636, 0.46212, 7.36874, 0.48103, 0.38395, ]  125.31708
o [0.42951, 0.06758, 0.81470, 0.26577, 1.37345, 5.07825, ]  125.62775
o [0.54344, 0.60241, 0.46212, 7.36874, 0.48103, 0.38395, ]  125.65067
o [0.89225, 1.72665, 3.68610, 7.73393, 5.51590, 0.58777, ]  125.81997
o [0.56826, 0.28881, 0.66193, 1.28910, 0.14874, 0.18381, ]  125.98175
o [0.76936, 0.60241, 0.49125, 1.33840, 0.48103, 0.20952, ]  126.48605
o [0.89225, 0.89185, 2.41102, 7.73393, 5.51590, 0.66400, ]  127.81815
o [0.54344, 0.83806, 0.46212, 7.36874, 0.48103, 0.38395, ]  127.98350
o [0.89225, 0.51268, 3.68610, 7.73393, 4.19763, 0.58777, ]  128.15217
o [0.76936, 0.43177, 0.61126, 1.33840, 7.83853, 0.68306, ]  128.48142
o [0.56826, 0.87812, 5.82496, 0.75516, 0.14874, 0.18381, ]  128.81963
o [0.52209, 0.43177, 0.49125, 1.36504, 7.83853, 0.68306, ]  129.98008
o [0.54344, 0.60241, 0.46212, 7.36874, 0.48103, 0.38395, ]  130.31777
o [0.89225, 0.89185, 3.68610, 4.01799, 5.51590, 0.58777, ]  130.65238
o [0.56826, 0.45685, 5.82496, 0.75516, 0.14874, 0.18381, ]  130.65278
o [0.89225, 0.89185, 2.06081, 7.73393, 5.51590, 0.58777, ]  130.98280
o [0.76936, 0.43177, 0.49125, 1.33840, 6.19548, 0.68306, ]  132.31443
o [0.76936, 0.60241, 0.49125, 2.43293, 0.48103, 0.26964, ]  132.31945
o [0.54344, 0.55720, 0.46212, 7.36874, 7.83853, 0.68306, ]  132.48145
o [0.89225, 0.55121, 0.49125, 7.73393, 7.83853, 0.68306, ]  132.81803
o [0.76936, 0.22484, 3.68610, 1.33840, 5.51590, 0.58777, ]  132.98205
o [0.81732, 0.53259, 0.66193, 1.29844, 0.62354, 0.00459, ]  133.65640
o [0.44614, 0.06758, 0.50269, 0.26577, 1.37345, 5.03391, ]  133.77122
o [0.31788, 0.89185, 5.82496, 8.58712, 6.76559, 0.58777, ]  133.98353
o [1.00000, 0.53259, 0.66193, 0.88286, 0.62354, 0.00459, ]  133.98840
o [0.56826, 0.89185, 5.82496, 7.73393, 5.51590, 0.59710, ]  134.31790
o [0.48722, 0.53259, 0.66193, 0.88286, 0.14874, 0.18381, ]  134.81775
o [0.76936, 0.68476, 0.49125, 1.33840, 7.83853, 0.68306, ]  134.98495
o [0.89225, 0.69196, 1.93041, 7.73393, 5.51590, 0.58777, ]  135.98635
o [0.89225, 0.87812, 4.05348, 0.75516, 0.14874, 0.18381, ]  136.15427
o [0.54344, 0.60241, 0.46212, 7.36874, 0.48103, 0.38395, ]  139.48403
o [0.89225, 0.87812, 3.68610, 0.75516, 0.28655, 0.18381, ]  139.98522
o [0.89225, 0.87812, 3.68610, 0.75516, 0.07803, 0.18381, ]  140.81848
o [0.89225, 0.89185, 0.49125, 7.73393, 7.83853, 0.68306, ]  140.81985
o [0.54344, 0.73364, 0.72097, 7.36874, 0.48103, 0.38395, ]  141.14852
o [0.56826, 0.59857, 0.66193, 0.88286, 0.14874, 0.18381, ]  141.81870
o [0.76936, 0.32840, 0.46212, 9.17293, 4.08096, 0.28898, ]  142.65038
o [0.76936, 0.43177, 0.61945, 1.33840, 7.83853, 1.10498, ]  143.14737
o [0.52104, 0.87812, 5.09644, 0.75516, 0.14874, 0.18381, ]  143.32103
o [0.89225, 0.89185, 3.68610, 7.38280, 5.51590, 0.58777, ]  143.98645
o [1.00000, 0.60241, 0.49125, 1.33840, 0.48103, 0.38395, ]  144.48727
o [0.36408, 0.65398, 5.82496, 0.75516, 0.14874, 0.18381, ]  145.31748
o [0.95258, 1.15807, 0.49125, 1.33840, 0.48103, 0.68306, ]  145.48337
o [0.54344, 0.60241, 0.46212, 7.36874, 0.48103, 0.49321, ]  145.81537
o [0.58541, 0.81611, 0.49125, 0.83464, 0.48103, 0.68306, ]  150.64865
o [0.54344, 0.60241, 0.51762, 7.36874, 0.48103, 0.26444, ]  153.31492
o [0.54344, 0.60241, 0.46212, 7.36874, 0.65579, 0.38395, ]  154.64850

GEN 1, TIME 111.95, PARAMS: [ 0.76936, 0.43177, 0.49125, 0.73015, 7.83853, 0.68306, ], SCORE: 83.98
avg dead: 101, avg food: 186, score: 100
avg dead: 100, avg food: 156, score: 100
avg dead: 104, avg food: 157, score: 104
avg dead: 108, avg food: 206, score: 108
avg dead: 84, avg food: 171, score: 83
avg dead: 116, avg food: 225, score: 116
avg dead: 114, avg food: 193, score: 114
avg dead: 125, avg food: 150, score: 125
avg dead: 114, avg food: 133, score: 114
avg dead: 111, avg food: 199, score: 111
avg dead: 114, avg food: 171, score: 114
avg dead: 134, avg food: 180, score: 134
avg dead: 126, avg food: 163, score: 126
avg dead: 130, avg food: 175, score: 130
avg dead: 121, avg food: 186, score: 121
avg dead: 118, avg food: 173, score: 118
avg dead: 117, avg food: 170, score: 117
avg dead: 115, avg food: 238, score: 115
avg dead: 84, avg food: 156, score: 84
avg dead: 105, avg food: 162, score: 105
avg dead: 127, avg food: 202, score: 127
avg dead: 121, avg food: 229, score: 121
avg dead: 116, avg food: 222, score: 115
avg dead: 122, avg food: 202, score: 122
avg dead: 139, avg food: 184, score: 139
avg dead: 118, avg food: 163, score: 117
avg dead: 126, avg food: 169, score: 126
avg dead: 112, avg food: 153, score: 112
avg dead: 109, avg food: 198, score: 109
avg dead: 117, avg food: 221, score: 117
avg dead: 116, avg food: 165, score: 116
avg dead: 114, avg food: 193, score: 114
avg dead: 123, avg food: 206, score: 123
avg dead: 112, avg food: 159, score: 112
avg dead: 125, avg food: 221, score: 125
avg dead: 117, avg food: 211, score: 117
avg dead: 100, avg food: 203, score: 100
avg dead: 110, avg food: 169, score: 110
avg dead: 112, avg food: 180, score: 112
avg dead: 78, avg food: 171, score: 78
avg dead: 111, avg food: 169, score: 111
avg dead: 103, avg food: 178, score: 102
avg dead: 83, avg food: 149, score: 82
avg dead: 135, avg food: 150, score: 135
avg dead: 114, avg food: 186, score: 114
avg dead: 123, avg food: 154, score: 123
avg dead: 95, avg food: 166, score: 95
avg dead: 131, avg food: 169, score: 131
avg dead: 114, avg food: 187, score: 114
avg dead: 115, avg food: 208, score: 115
avg dead: 111, avg food: 158, score: 111
avg dead: 105, avg food: 156, score: 105
avg dead: 115, avg food: 165, score: 115
avg dead: 119, avg food: 190, score: 119
avg dead: 95, avg food: 199, score: 95
avg dead: 115, avg food: 206, score: 114
avg dead: 115, avg food: 173, score: 115
avg dead: 153, avg food: 198, score: 152
avg dead: 139, avg food: 188, score: 139
avg dead: 103, avg food: 136, score: 103
avg dead: 131, avg food: 190, score: 131
avg dead: 111, avg food: 200, score: 111
avg dead: 84, avg food: 171, score: 83
avg dead: 84, avg food: 171, score: 83
avg dead: 85, avg food: 165, score: 85
avg dead: 119, avg food: 182, score: 119
avg dead: 107, avg food: 157, score: 107
avg dead: 106, avg food: 184, score: 106
avg dead: 84, avg food: 171, score: 83
avg dead: 100, avg food: 157, score: 100
avg dead: 86, avg food: 188, score: 86
avg dead: 110, avg food: 155, score: 109
avg dead: 84, avg food: 171, score: 83
avg dead: 132, avg food: 170, score: 132
avg dead: 118, avg food: 138, score: 118
avg dead: 134, avg food: 138, score: 134
avg dead: 107, avg food: 178, score: 107
avg dead: 126, avg food: 222, score: 126
avg dead: 118, avg food: 192, score: 118
avg dead: 108, avg food: 200, score: 108
avg dead: 90, avg food: 177, score: 90
avg dead: 114, avg food: 189, score: 114
avg dead: 91, avg food: 152, score: 91
avg dead: 89, avg food: 195, score: 89
avg dead: 115, avg food: 160, score: 114
avg dead: 100, avg food: 206, score: 100
avg dead: 117, avg food: 179, score: 117
avg dead: 123, avg food: 199, score: 123
avg dead: 128, avg food: 188, score: 127
avg dead: 130, avg food: 162, score: 130
avg dead: 149, avg food: 194, score: 149
avg dead: 132, avg food: 156, score: 132
avg dead: 96, avg food: 153, score: 96
avg dead: 131, avg food: 163, score: 131
avg dead: 115, avg food: 185, score: 115
avg dead: 105, avg food: 192, score: 105
p [0.76936, 0.43177, 0.49125, 0.73015, 7.83853, 0.68306, ]  83.98290
p [0.76936, 0.43177, 0.49125, 1.32446, 7.83853, 0.68306, ]  89.81865
p [0.76936, 0.43177, 0.49125, 1.33840, 13.91068, 0.42025, ]  99.81668
p [0.89225, 0.89185, 3.68610, 6.14479, 5.51590, 0.94688, ]  99.81853
p [0.50814, 0.43177, 0.49125, 1.45252, 7.83853, 0.68306, ]  100.48180
p [0.76936, 0.43177, 0.49125, 2.30300, 7.83853, 0.68306, ]  100.48222
p [0.76936, 0.43177, 0.48073, 7.36874, 8.20118, 0.38395, ]  102.65220
p [0.76936, 0.43177, 0.49125, 1.33840, 12.78627, 0.68306, ]  107.14600
p [0.76936, 0.37248, 0.49125, 1.33840, 7.83853, 0.72940, ]  108.14773
p [0.76936, 0.43177, 0.89163, 1.33840, 7.83853, 0.68306, ]  109.15115
p [1.00000, 0.43177, 3.68610, 2.17665, 5.51590, 0.58777, ]  109.31848
p [0.54344, 0.21639, 0.46212, 7.36874, 12.67479, 0.68306, ]  110.14232
p [0.76936, 0.43177, 0.66959, 1.45093, 12.35996, 0.68306, ]  110.31522
p [0.89225, 0.89185, 3.68610, 7.73393, 5.51590, 0.58777, ]  110.48465
p [0.89225, 0.89185, 3.68610, 7.73393, 6.64434, 0.58777, ]  111.65178
p [0.54344, 0.28673, 0.46212, 6.38032, 7.83853, 0.68306, ]  111.97938
p [0.56826, 0.89185, 6.05299, 7.73393, 5.51590, 0.58777, ]  112.31770
p [0.39757, 0.43177, 0.25643, 1.33840, 7.83853, 0.81481, ]  113.64497
p [0.61030, 0.87812, 5.82496, 0.75516, 0.14874, 0.18381, ]  113.98672
p [0.81732, 0.87812, 5.82496, 0.75516, 0.73798, 0.00459, ]  114.15487
o [0.76936, 0.43177, 0.58807, 0.69646, 11.90674, 0.68306, ]  78.14952
o [0.76936, 0.43177, 0.49125, 1.32446, 7.83853, 0.68306, ]  82.98503
o [0.76936, 0.43177, 0.49125, 0.73015, 7.83853, 0.68306, ]  83.98290
o [0.76936, 0.43177, 0.49125, 0.73015, 7.83853, 0.68306, ]  83.98290
o [0.76936, 0.43177, 0.49125, 0.73015, 7.83853, 0.68306, ]  83.98290
o [0.76936, 0.43177, 0.49125, 0.73015, 7.83853, 0.68306, ]  83.98290
o [0.76936, 0.43177, 0.49125, 0.73015, 7.83853, 0.68306, ]  83.98290
o [0.76936, 0.43177, 0.66414, 1.32446, 5.68748, 0.68306, ]  84.81773
o [0.76936, 0.43177, 0.49125, 1.32446, 7.83853, 0.68306, ]  85.48342
o [0.50814, 0.43177, 0.49125, 1.35301, 7.83853, 0.68306, ]  86.48120
o [0.76936, 0.43177, 0.49125, 1.32250, 13.91068, 0.42025, ]  89.64712
o [0.76936, 0.43177, 0.49125, 0.73015, 7.83853, 0.85343, ]  90.14895
o [0.76936, 0.43177, 0.50104, 1.32446, 7.83853, 0.68306, ]  91.65140
o [0.76936, 0.43177, 0.49125, 1.32446, 7.83853, 0.50534, ]  95.15005
o [0.50814, 0.43177, 0.49125, 1.04062, 7.83853, 0.68306, ]  95.64668
o [0.76936, 0.43177, 0.49125, 1.32446, 7.83853, 0.68306, ]  96.81803
o [0.50281, 0.24172, 0.34322, 0.73015, 7.83853, 0.44547, ]  100.14637
o [0.76936, 0.43177, 0.49125, 1.32446, 7.83853, 0.68306, ]  100.31760
o [0.76936, 0.43177, 0.49125, 1.33840, 13.91068, 0.42025, ]  100.31765
o [0.50814, 0.43177, 0.49125, 1.00897, 7.83853, 0.76513, ]  100.81270
o [0.76936, 0.29552, 0.49125, 1.32446, 7.83853, 0.68306, ]  100.98140
o [0.76936, 0.43177, 0.59985, 1.32446, 7.83853, 0.68306, ]  102.98215
o [0.76936, 0.47557, 0.89163, 1.33840, 7.83853, 0.38395, ]  103.48632
o [0.76936, 0.43177, 0.89163, 1.33840, 7.83853, 0.68306, ]  104.65093
o [0.76936, 0.43177, 0.49125, 0.73015, 4.45850, 0.94267, ]  105.14740
o [0.76936, 0.43177, 0.49125, 1.33840, 13.91068, 0.42025, ]  105.31712
o [0.76936, 0.43177, 0.49125, 1.33840, 13.91068, 0.42025, ]  105.65105
o [0.50814, 0.43177, 0.49125, 1.45252, 7.83853, 0.68306, ]  106.48157
o [0.76936, 0.40634, 0.53039, 1.33840, 7.83853, 0.68306, ]  107.14880
o [0.76936, 0.43177, 0.89163, 1.33840, 7.83853, 0.68306, ]  107.65088
o [0.36063, 0.43177, 0.49125, 1.45252, 6.37144, 0.68306, ]  108.31273
o [0.50814, 0.43177, 0.49125, 1.06119, 7.83853, 0.68306, ]  108.81325
o [0.42818, 0.57970, 0.49125, 1.32446, 7.83853, 0.68306, ]  109.14682
o [0.76936, 0.43177, 0.49125, 0.73015, 7.83853, 0.46818, ]  109.98447
o [0.76936, 0.43177, 0.49125, 1.32446, 6.04975, 0.68306, ]  110.14977
o [0.50814, 0.43177, 0.49125, 1.45252, 8.24093, 0.68306, ]  111.31330
o [0.53232, 0.52040, 0.49125, 1.32446, 7.18249, 0.51871, ]  111.31752
o [0.84107, 0.43177, 0.49125, 0.73015, 7.83853, 0.68306, ]  111.64977
o [0.54894, 0.44967, 0.49125, 1.37811, 6.61951, 0.56736, ]  111.81340
o [0.72115, 0.25191, 0.35650, 1.45252, 11.02930, 0.76416, ]  112.81532
o [0.76936, 0.43177, 0.49125, 1.33840, 16.98809, 0.51688, ]  112.81740
o [0.84301, 0.43177, 0.89163, 1.33840, 14.60811, 0.38395, ]  112.81797
o [0.76936, 0.43177, 0.49125, 0.71422, 8.86221, 0.68306, ]  114.14768
o [1.00000, 0.71047, 0.49125, 0.83414, 14.08220, 0.40027, ]  114.48663
